2,516
5,626
4,508
5,526
4,554
5,568
4,578
5,555
4,560
4,578
5,579
4,531
5,544
4,547
5,555
4,541
4,633
5,856
4,848
4,685
5,526
4,157
5,548
4,619
5,675
4,523
4,554
5,644
4,646
5,573
4,391
5,651
4,681
4,698
5,514
4,651
5,569
4,661
4,636
5,547
4,542
5,491
4,592
4,526
5,692
4,693
5,568
4,573
4,570
5,582
4,687
5,576
4,715
4,559
5,512
4,835
4,588
5,619
4,571
5,544
4,590
4,527
5,653
4,605
5,567
4,724
4,595
5,542
4,590
5,509
4,666
5,499
4,644
4,515
5,601
4,725
4,560
5,647
4,623
5,545
5,025
4,841
4,544
5,547
4,576
5,510
4,636
4,599
5,545
4,606
5,521
4,668
5,494
4,553
4,532
5,677
4,617
5,542
4,719
5,030
4,530
5,553
4,545
5,557
4,583
4,665
5,646
4,505
5,575
4,493
5,643
4,636
4,499
5,653
4,532
5,513
4,549
5,482
4,557
5,484
4,552
5,503
4,586
5,528
4,518
4,529
5,659
4,606
5,512
4,677
4,540
5,612
4,560
5,538
4,504
5,512
4,560
5,632
4,775
4,653
5,507
4,783
4,527
5,549
4,602
5,512
4,592
5,472
4,598
4,483
5,548
4,514
5,563
4,536
5,599
4,563
5,572
4,550
4,538
5,572
4,593
5,543
4,692
5,533
4,560
4,494
5,671
4,476
5,597
4,505
5,555
4,712
4,485
5,581
4,520
5,506
4,463
5,515
4,451
5,543
4,482
5,480
4,479
5,546
4,489
5,568
4,507
5,606
4,517
5,535
4,555
5,472
4,688
5,504
4,526
4,499
5,565
4,489
5,550
4,532
5,707
4,520
4,592
5,610
4,545
5,517
4,476
5,561
4,466
5,536
4,529
5,494
4,508
5,503
4,508
5,498
4,572
5,503
4,534
5,484
4,473
5,530
4,565
4,585
5,558
4,570
5,458
4,510
5,606
4,493
5,730
4,604
4,636
5,557
4,776
4,526
5,557
4,482
5,540
4,485
5,470
4,603
5,579
4,490
5,514
4,469
5,505
4,462
5,535
4,519
5,473
4,540
5,512
4,520
5,577
4,525
5,526
4,605
4,559
5,679
4,641
5,552
4,739
4,584
5,487
4,587
5,598
4,482
5,557
4,584
4,503
5,548
4,466
5,536
4,480
5,571
4,492
5,496
4,489
5,499
4,695
5,637
4,756
4,587
5,522
4,507
5,505
4,571
5,508
4,551
5,514
4,526
4,519
5,549
4,517
5,481
4,601
5,603
4,593
5,591
4,687
4,608
5,495
4,607
5,507
4,491
5,571
4,563
5,463
4,578
4,474
5,521
4,460
5,518
4,523
5,580
4,493
5,556
4,548
5,560
4,541
5,546
4,559
4,567
5,558
4,507
5,610
4,524
5,513
4,538
5,571
4,567
4,604
5,463
5,555
4,628
4,475
5,479
4,470
5,483
4,469
5,543
4,469
5,461
5,476
4,584
4,471
5,611
4,525
5,488
4,451
5,525
4,463
5,586
4,516
5,522
4,604
5,498
4,661
5,532
4,696
4,539
5,494
4,632
5,553
4,706
4,581
5,496
4,561
5,482
4,503
5,547
4,528
5,550
4,483
5,501
4,551
5,463
4,551
5,465
4,587
5,454
4,560
5,504
4,550
4,525
5,585
4,469
5,598
4,472
5,554
4,606
5,578
4,666
4,576
5,580
4,520
5,549
4,552
5,545
4,611
4,471
5,575
4,486
5,472
4,467
5,498
4,512
5,576
4,480
5,485
4,478
5,556
4,474
5,546
4,455
5,464
4,503
5,641
4,542
5,586
4,544
5,598
4,501
4,635
5,537
4,687
5,528
4,662
5,502
4,509
4,513
5,557
4,528
5,484
4,461
5,527
4,476
5,511
4,461
5,519
4,465
5,575
4,550
5,510
4,463
5,772
4,568
4,627
5,833
4,786
4,503
5,604
4,564
5,590
4,617
4,534
5,606
4,682
5,530
4,620
4,574
5,576
4,509
5,617
4,654
5,527
4,556
4,455
5,519
4,467
5,479
5,491
4,507
5,494
4,563
5,458
4,565
4,487
5,556
4,465
5,535
4,466
5,515
4,486
5,682
4,524
5,549
4,568
5,457
4,669
4,528
5,595
4,500
