5,541
4,509
5,618
4,600
5,646
4,737
4,552
5,491
4,624
5,567
4,490
4,544
5,497
4,473
5,579
4,488
5,545
4,489
5,522
4,474
5,574
4,491
5,536
4,523
5,601
4,541
5,552
4,587
4,528
5,587
4,500
5,612
4,487
5,600
4,488
5,571
4,713
4,548
5,528
4,686
5,536
4,672
4,462
5,558
4,474
5,539
4,474
5,497
4,469
5,570
4,479
5,511
4,479
5,545
4,518
5,490
4,468
5,640
4,563
5,560
4,596
5,544
4,640
4,492
5,603
4,593
5,610
4,660
4,600
5,518
4,497
5,536
4,543
5,490
4,554
5,471
4,566
5,505
4,577
5,509
4,710
4,495
5,511
4,503
5,514
4,500
5,523
4,491
5,530
4,487
5,601
4,581
5,613
4,529
4,537
5,603
4,544
5,595
4,641
4,555
5,545
4,558
5,503
4,460
5,509
4,453
5,468
4,454
5,513
4,473
5,554
4,456
5,519
5,489
4,570
4,461
5,555
4,491
5,517
4,474
5,631
4,499
5,606
4,585
5,521
4,626
4,530
5,674
4,508
5,730
4,620
4,564
5,489
4,604
5,501
4,608
5,536
4,558
5,471
4,572
5,476
4,614
4,477
5,532
4,551
5,477
4,454
5,470
4,470
5,520
4,481
5,507
4,491
5,502
4,480
5,662
4,546
5,611
4,596
4,586
5,643
4,609
5,641
4,650
4,514
5,618
4,616
5,490
4,570
5,492
4,555
5,458
4,549
5,528
4,580
4,747
5,526
4,545
5,493
4,487
5,515
4,499
5,515
4,620
5,531
4,612
4,483
5,553
4,550
5,552
4,543
5,567
4,506
4,668
5,685
4,685
4,642
5,572
4,575
5,546
4,633
5,490
4,659
4,478
5,474
4,553
5,507
4,461
5,534
4,485
5,493
4,705
5,509
4,487
5,515
4,555
5,663
4,686
4,522
5,590
4,652
4,629
5,562
4,602
5,625
4,733
