Seconds,Validator 1,Validator 2,Validator 3,Validator 4
1,594,608,586,511
2,595,608,586,511
3,594,607,586,511
4,594,607,586,511
5,594,607,586,511
6,594,608,586,511
7,594,608,586,511
8,594,608,586,511
9,594,608,586,511
10,594,608,586,511
11,594,608,586,511
12,594,608,586,512
13,594,608,586,512
14,594,608,586,512
15,595,608,586,512
16,595,608,586,512
17,595,608,587,512
18,595,608,587,512
19,595,608,587,512
20,595,608,587,521
21,595,608,587,521
22,595,608,587,521
23,595,608,587,521
24,595,608,587,521
25,595,608,587,521
26,593,608,586,521
27,594,608,586,521
28,592,608,583,521
29,592,608,583,521
30,594,608,612,521
31,592,608,612,521
32,592,608,613,521
33,593,608,613,521
34,611,606,613,521
35,611,606,610,521
36,611,606,610,522
37,611,606,610,522
38,611,606,614,522
39,611,606,614,522
40,611,607,614,522
41,611,607,614,522
42,611,607,615,522
43,611,607,615,522
44,608,606,612,522
45,608,606,612,522
46,608,606,612,522
47,608,607,612,522
48,608,607,612,522
49,609,607,612,522
50,609,607,612,522
51,609,607,612,522
52,609,607,612,522
53,609,607,612,522
54,609,607,612,522
55,609,607,613,522
56,609,607,613,522
57,609,607,613,522
58,610,607,613,522
59,605,603,610,521
60,605,603,610,521
61,605,603,610,521
62,605,603,610,521
63,605,603,610,521
64,605,603,611,521
65,605,603,611,521
66,605,603,615,521
67,605,603,615,521
68,605,604,615,521
69,605,604,615,521
70,605,604,615,521
71,605,604,615,524
72,605,604,616,521
73,605,604,616,521
74,606,604,616,521
75,605,604,616,522
76,606,604,616,522
77,606,604,616,522
78,606,604,616,522
79,606,604,616,522
80,606,604,616,522
81,607,604,616,522
82,607,604,616,522
83,607,605,616,522
84,607,605,616,522
85,607,605,616,522
86,607,605,617,522
87,607,605,616,522
88,607,605,616,522
89,607,605,616,522
90,607,605,616,522
91,604,602,614,521
92,601,600,612,523
93,601,600,612,523
94,601,600,612,524
95,601,600,612,524
96,601,600,613,524
97,601,600,613,524
98,601,601,613,524
99,601,601,613,524
100,602,601,613,524
101,602,601,613,524
102,602,601,613,524
103,602,601,613,524
104,602,601,613,524
105,602,601,613,524
106,602,601,613,524
107,602,601,613,524
108,602,601,613,524
109,602,601,613,524
110,602,601,613,524
111,602,601,613,524
112,602,601,613,524
113,602,601,613,525
114,602,601,613,525
115,602,601,613,525
116,603,601,613,525
117,603,601,613,525
118,603,601,613,525
119,603,601,613,525
120,603,601,613,525
121,603,601,613,525
122,603,601,613,525
123,603,601,613,525
124,600,599,611,524
125,601,599,611,524
126,601,599,611,524
127,601,599,611,524
128,601,599,611,524
129,601,599,611,524
130,601,599,611,524
131,601,599,611,524
132,601,599,611,524
133,601,599,611,524
134,601,599,611,524
135,601,599,612,524
136,601,599,612,525
137,601,599,612,525
138,601,599,612,525
139,601,599,612,525
140,601,599,612,525
141,601,599,612,525
142,601,599,612,525
143,601,599,612,525
144,601,599,612,525
145,602,599,612,525
146,602,600,612,525
147,602,602,612,525
148,602,600,612,525
149,602,600,612,525
150,602,600,612,525
151,604,600,612,525
152,602,600,612,525
153,602,600,612,525
154,602,600,612,525
155,603,600,612,525
156,603,600,612,525
157,603,600,612,526
158,601,598,611,525
159,601,598,611,525
160,601,598,611,525
161,601,598,611,525
162,601,598,611,525
163,601,598,611,525
164,601,598,611,525
165,601,598,611,525
166,602,598,611,525
167,602,598,611,525
168,602,598,611,525
169,602,598,611,525
170,602,598,611,525
171,602,598,611,525
172,602,598,611,525
173,602,598,611,525
174,602,598,611,525
175,602,598,611,525
176,602,598,611,525
177,602,598,611,525
178,602,598,611,525
179,602,598,611,525
180,602,598,611,525
181,602,598,611,525
182,602,598,611,525
183,602,598,611,525
184,602,598,611,525
185,602,598,611,525
186,602,598,611,525
187,602,598,611,525
188,602,598,611,525
189,602,598,611,526
190,602,598,611,526
191,600,597,610,525
192,600,597,610,525
193,600,597,610,525
194,600,597,610,525
195,600,597,610,525
196,600,597,610,525
197,600,597,611,525
198,600,597,611,525
199,600,597,611,525
200,600,597,611,525
201,600,597,611,525
202,601,597,617,525
203,601,597,617,525
204,601,597,617,525
205,601,597,617,525
206,601,598,617,525
207,601,598,617,525
208,601,598,617,525
209,601,598,617,525
210,602,598,617,526
211,601,598,617,526
212,601,598,617,526
213,601,598,617,526
214,601,598,617,526
215,601,598,617,526
216,601,598,617,526
217,601,598,617,526
218,601,598,617,526
219,601,598,617,526
220,601,600,617,526
221,601,598,617,526
222,601,598,617,526
223,601,598,617,526
224,599,593,614,524
225,599,593,614,524
226,599,593,614,524
227,599,593,614,524
228,599,594,614,524
229,599,594,614,524
230,599,594,614,525
231,599,594,614,525
232,599,594,614,525
233,600,594,615,525
234,600,594,615,525
235,600,594,615,525
236,600,594,615,525
237,600,594,615,525
238,600,594,615,525
239,601,594,615,525
240,601,594,615,525
241,601,594,615,525
242,601,594,615,525
243,601,594,615,525
244,601,594,615,525
245,601,594,615,525
246,601,594,615,525
247,601,594,616,525
248,601,594,616,525
249,601,594,616,525
250,601,594,616,525
251,601,594,616,526
252,601,595,616,526
253,601,595,616,526
254,601,595,616,526
255,601,595,616,526
256,601,595,616,526
257,598,592,611,524
258,598,592,611,524
259,598,592,611,524
260,598,592,611,524
261,598,592,611,524
262,598,592,611,524
263,598,592,611,524
264,598,592,611,524
265,598,592,611,524
266,599,592,611,524
267,598,592,611,524
268,598,592,611,524
269,598,592,611,524
270,598,592,611,524
271,598,592,613,524
272,598,592,613,524
273,598,592,613,524
274,598,592,613,524
275,598,592,613,524
276,598,592,613,525
277,598,592,613,525
278,598,592,613,525
279,598,592,613,525
280,598,592,613,525
281,598,592,613,525
282,598,592,613,525
283,598,592,613,525
284,598,592,613,525
285,598,592,613,525
286,598,592,613,525
287,598,592,613,525
288,598,592,613,525
289,598,592,613,525
290,597,592,612,525
291,597,592,612,524
292,597,592,612,524
293,597,592,612,524
294,597,592,612,524
295,597,592,612,524
296,597,592,612,524
297,597,592,612,524
298,597,592,612,524
299,597,592,612,524
300,597,592,612,527
301,597,592,612,527
302,597,592,612,527
303,598,592,612,527
304,598,592,612,527
305,598,592,612,527
306,598,592,612,527
307,598,592,612,527
308,598,592,613,527
309,598,592,613,527
310,598,592,613,527
311,598,592,613,527
312,598,592,613,527
313,598,592,613,527
314,598,592,613,527
315,598,592,613,527
316,598,592,613,527
317,598,592,613,527
318,598,592,613,527
319,598,592,613,527
320,598,592,613,527
321,598,592,613,527
322,598,592,613,527
323,595,590,613,527
324,595,590,610,527
325,597,590,610,527
326,595,590,610,527
327,595,590,610,528
328,595,590,610,528
329,595,590,610,528
330,595,590,610,528
331,595,590,610,528
332,595,590,610,528
333,595,590,610,528
334,595,590,610,528
335,595,590,610,528
336,595,590,610,528
337,595,590,610,528
338,595,590,610,528
339,596,590,610,528
340,596,590,610,528
341,596,590,610,528
342,596,590,610,528
343,596,590,612,528
344,596,590,610,528
345,596,590,610,528
346,596,590,610,528
347,596,591,611,528
348,596,591,611,528
349,596,591,611,528
350,596,591,611,528
351,596,591,611,528
352,596,591,611,528
353,596,591,611,528
354,596,591,611,528
355,596,591,611,528
356,595,590,609,528
357,595,590,609,528
358,595,590,609,529
359,595,590,609,529
360,595,590,609,529
361,595,590,609,529
362,595,590,609,529
363,595,590,609,529
364,595,590,609,529
365,595,590,609,529
366,595,590,609,529
367,595,590,609,529
368,595,590,610,529
369,595,590,610,529
370,595,590,610,529
371,595,590,610,529
372,595,590,610,529
373,595,590,610,529
374,595,590,610,529
375,595,590,610,529
376,595,590,610,529
377,595,590,610,529
378,595,590,610,529
379,595,590,610,529
380,595,590,610,529
381,595,590,610,529
382,595,590,610,529
383,595,590,610,529
384,595,590,610,529
385,595,590,610,529
386,595,590,610,529
387,595,590,610,529
388,595,590,610,529
389,595,590,610,529
390,592,587,607,527
391,592,587,607,527
392,592,587,607,527
393,593,587,607,527
394,596,587,607,527
395,596,587,607,527
396,596,587,607,527
397,596,587,607,527
398,596,587,607,527
399,596,587,607,527
400,596,587,607,527
401,596,587,607,527
402,596,587,607,527
403,596,587,607,527
404,596,587,607,527
405,596,587,607,527
406,596,587,608,527
407,596,587,607,527
408,597,587,607,527
409,597,588,607,527
410,597,588,607,527
411,597,588,607,527
412,597,588,607,527
413,597,588,607,527
414,597,588,607,527
415,597,588,607,528
416,597,588,607,528
417,597,588,607,528
418,597,588,607,528
419,597,588,607,528
420,597,588,609,528
421,597,588,607,528
422,597,588,607,528
423,595,588,605,526
424,595,588,605,526
425,595,588,605,526
426,595,588,605,526
427,595,588,605,526
428,595,588,605,526
429,595,588,605,526
430,595,588,605,526
431,598,588,605,526
432,598,588,605,526
433,598,588,606,526
434,598,588,606,526
435,598,588,606,526
436,598,588,606,526
437,598,588,606,526
438,598,588,606,526
439,598,588,606,526
440,598,588,606,526
441,598,588,606,526
442,598,588,606,526
443,598,588,606,526
444,598,588,606,526
445,598,588,606,526
446,598,588,606,526
447,598,588,606,526
448,598,588,606,526
449,598,588,606,526
450,598,588,606,526
451,598,588,606,526
452,600,588,606,526
453,598,588,606,526
454,598,588,606,526
455,598,588,606,526
456,597,587,604,526
457,597,587,604,526
458,597,587,604,526
459,597,587,604,526
460,597,587,604,526
461,597,587,604,526
462,597,587,604,526
463,597,587,604,526
464,597,587,604,526
465,597,587,604,526
466,597,587,604,526
467,597,587,604,526
468,597,587,604,526
469,597,587,604,526
470,597,587,604,526
471,597,587,604,526
472,597,587,604,526
473,597,587,604,526
474,597,587,604,526
475,600,587,604,526
476,598,587,604,526
477,598,587,604,526
478,598,587,604,526
479,598,588,604,526
480,598,588,605,526
481,598,588,605,526
482,598,588,605,526
483,598,588,605,526
484,598,588,605,526
485,598,588,605,526
486,598,588,605,526
487,598,588,605,526
488,598,588,605,526
489,598,587,603,526
490,597,587,603,526
491,597,587,603,526
492,597,587,603,526
493,597,587,603,526
494,597,587,603,526
495,597,587,603,526
496,597,587,603,526
497,597,587,603,526
498,597,587,603,526
499,597,587,603,526
500,597,587,603,526
501,597,587,603,526
502,597,587,603,526
503,597,587,603,526
504,597,587,603,526
505,597,587,603,526
506,597,587,603,526
507,597,587,603,526
508,597,587,603,526
509,597,587,603,526
510,598,587,603,526
511,598,587,603,526
512,598,587,603,526
513,598,587,603,526
514,598,587,603,526
515,598,587,603,526
516,598,587,603,526
517,598,587,603,526
518,598,587,603,526
519,598,587,603,526
520,598,587,604,526
521,598,590,603,526
522,598,590,603,526
523,596,589,602,526
524,596,589,602,526
525,596,589,602,526
526,596,589,602,526
527,596,589,602,526
528,596,589,602,526
529,596,589,602,526
530,596,589,602,526
531,596,589,602,526
532,596,589,602,526
533,596,589,602,526
534,596,589,602,526
535,596,589,602,526
536,596,589,602,526
537,596,589,602,526
538,596,589,602,526
539,596,589,602,526
540,596,589,602,526
541,596,589,602,526
542,596,589,602,526
543,596,589,602,526
544,596,589,602,526
545,596,589,602,526
546,596,589,602,526
547,596,589,602,526
548,596,589,602,526
549,596,589,602,526
550,596,589,602,526
551,596,589,602,526
552,596,589,602,526
553,597,589,602,527
554,596,589,602,527
555,598,589,602,527
556,597,589,602,527
557,596,589,602,526
558,596,589,602,526
559,596,589,602,526
560,596,589,602,526
561,596,589,602,526
562,596,589,602,526
563,596,589,602,526
564,596,589,602,526
565,596,589,602,526
566,596,589,602,526
567,596,589,603,526
568,596,589,603,526
569,596,590,603,526
570,596,590,603,526
571,596,590,603,527
572,596,590,603,527
573,596,590,603,527
574,597,590,603,527
575,597,590,603,527
576,597,590,603,527
577,597,590,603,527
578,597,590,603,527
579,597,590,603,527
580,597,590,603,527
581,597,590,603,527
582,597,590,603,527
583,597,590,603,527
584,597,590,603,527
585,597,590,603,527
586,597,590,603,527
587,597,590,603,527
588,597,590,603,527
589,595,589,601,526
590,595,589,601,526
591,595,589,603,526
592,595,589,601,526
593,595,589,601,526
594,595,589,601,526
595,595,589,601,526
596,595,589,601,526
597,595,589,601,526
598,595,589,601,526
599,595,589,601,526
600,595,589,601,526
601,595,589,601,526
602,595,589,601,526
603,595,589,601,526
604,595,589,601,526
605,595,589,601,526
606,595,589,601,526
607,595,589,601,526
608,595,589,601,526
609,595,589,601,526
610,595,589,601,526
611,595,589,601,526
612,595,589,601,526
613,595,589,601,526
614,595,589,601,526
615,595,589,601,526
616,595,589,601,526
617,595,589,601,526
618,595,590,601,526
619,595,589,601,526
620,595,589,601,526
621,595,589,601,526
622,593,588,599,525
623,593,588,599,525
624,593,588,599,525
625,593,588,599,525
626,593,588,599,525
627,593,588,599,525
628,593,588,599,525
629,593,588,599,525
630,593,588,599,525
631,593,588,599,525
632,593,588,599,525
633,594,588,599,525
634,594,588,599,525
635,594,588,600,525
636,594,588,600,525
637,594,588,600,525
638,594,588,600,525
639,594,588,600,525
640,594,588,600,525
641,594,588,600,525
642,594,588,600,525
643,594,588,600,525
644,594,588,600,525
645,594,588,600,525
646,594,588,600,525
647,594,588,600,525
648,594,588,601,525
649,594,588,600,525
650,594,588,600,526
651,594,588,600,526
652,594,588,600,526
653,594,588,600,526
654,594,588,600,526
655,594,588,600,526
656,592,587,599,525
657,592,587,599,525
658,592,587,599,525
659,592,587,599,525
660,593,587,599,525
661,593,587,599,525
662,593,587,599,525
663,593,587,599,525
664,593,587,599,525
665,593,587,599,525
666,593,587,599,525
667,593,587,599,525
668,593,587,599,525
669,593,587,599,525
670,593,587,599,525
671,593,587,599,525
672,593,587,599,525
673,593,587,599,525
674,593,587,599,525
675,593,587,599,525
676,593,587,599,525
677,593,587,599,525
678,593,587,599,525
679,593,587,599,525
680,593,587,599,525
681,593,587,599,525
682,593,587,599,525
683,593,587,599,525
684,593,587,599,525
685,593,587,599,525
686,593,587,599,525
687,593,587,599,525
688,593,587,599,525
689,591,588,597,523
690,591,586,597,523
691,591,586,597,523
692,591,586,597,523
693,591,586,597,523
694,591,586,597,523
695,591,586,597,523
696,591,586,597,523
697,591,586,597,523
698,591,586,597,524
699,591,586,597,524
700,591,586,597,524
701,591,586,597,524
702,591,586,598,524
703,591,586,598,524
704,591,586,598,524
705,591,586,598,524
706,592,586,598,524
707,592,586,598,524
708,592,586,598,524
709,592,586,598,524
710,592,586,598,524
711,592,586,598,524
712,592,586,598,524
713,592,586,598,524
714,592,586,598,524
715,592,586,598,524
716,592,586,598,524
717,592,586,598,524
718,592,586,598,524
719,592,586,598,524
720,592,586,598,524
721,592,586,598,524
722,590,584,598,523
723,590,584,596,523
724,590,584,596,523
725,590,584,596,523
726,590,585,596,523
727,590,585,596,523
728,590,585,596,523
729,590,585,596,523
730,590,585,596,523
731,590,585,596,523
732,590,585,596,523
733,590,585,596,523
734,590,585,596,523
735,590,585,596,523
736,590,585,596,523
737,590,585,596,523
738,590,585,596,523
739,590,585,596,523
740,590,585,596,523
741,590,585,596,523
742,590,585,596,523
743,590,585,596,523
744,590,585,596,523
745,590,585,596,523
746,590,585,596,523
747,590,585,596,523
748,590,585,596,523
749,590,585,596,523
750,590,585,596,523
751,590,586,596,523
752,590,585,596,523
753,590,585,596,523
754,590,585,596,523
755,590,585,596,523
756,588,583,594,523
757,588,583,594,523
758,588,583,594,523
759,588,583,594,523
760,588,583,594,523
761,588,583,594,523
762,588,585,595,523
763,588,583,595,523
764,588,583,595,523
765,588,583,595,523
766,588,583,595,523
767,588,583,595,523
768,588,583,595,523
769,588,583,597,523
770,588,583,595,523
771,588,583,595,523
772,588,583,595,523
773,588,583,595,523
774,588,583,595,523
775,588,583,595,523
776,588,583,595,523
777,588,583,595,523
778,588,583,595,523
779,588,583,595,523
780,588,583,595,523
781,588,583,595,523
782,588,583,595,523
783,588,583,595,523
784,588,583,595,523
785,588,583,595,523
786,588,583,595,523
787,588,583,595,523
788,588,583,595,523
789,587,581,593,522
790,587,581,593,522
791,587,581,593,522
792,587,581,593,522
793,587,581,593,522
794,587,581,593,522
795,587,581,593,522
796,587,581,593,522
797,587,581,593,522
798,587,582,593,522
799,587,582,593,522
800,587,582,593,522
801,587,582,593,522
802,587,582,593,522
803,587,582,593,522
804,587,582,593,522
805,587,582,593,523
806,587,582,593,523
807,587,582,593,523
808,587,582,593,523
809,587,582,593,523
810,587,582,593,523
811,587,582,593,523
812,587,582,593,523
813,587,582,593,523
814,587,582,593,523
815,587,582,593,523
816,587,582,593,523
817,587,582,594,523
818,587,582,593,523
819,587,582,593,523
820,587,584,593,523
821,587,582,593,523
822,584,579,591,520
823,585,579,591,520
824,585,579,591,520
825,585,579,591,520
826,585,579,591,520
827,585,579,591,520
828,585,579,591,520
829,585,579,591,520
830,585,579,591,520
831,585,579,591,520
832,585,579,591,520
833,585,579,591,521
834,585,579,591,521
835,585,579,591,521
836,585,579,591,521
837,585,579,591,521
838,585,579,591,521
839,585,579,591,521
840,585,579,591,521
841,585,579,591,521
842,585,579,591,521
843,585,579,591,521
844,585,579,591,521
845,585,580,591,521
846,585,580,591,521
847,585,580,591,521
848,585,580,591,521
849,585,580,591,521
850,585,580,591,521
851,585,580,591,521
852,585,580,591,521
853,585,580,591,521
854,585,580,591,521
855,585,580,591,521
856,585,580,591,521
857,585,580,591,521
858,585,580,591,521
859,585,580,591,521
860,585,580,591,521
861,585,580,591,521
862,585,580,591,521
863,585,580,591,521
864,585,580,591,521
865,585,580,591,521
866,585,580,591,521
867,585,580,591,521
868,585,580,591,521
869,585,580,591,521
870,585,580,591,521
871,585,580,591,521
872,585,580,592,521
873,585,580,592,521
874,585,580,592,521
875,585,580,592,521
876,585,580,592,521
877,585,580,592,521
878,585,580,592,521
879,585,580,592,521
880,585,580,592,521
881,585,580,592,521
882,585,580,592,521
883,585,580,592,521
884,585,580,592,521
885,585,580,592,521
886,585,580,592,521
887,585,580,592,521
888,584,578,592,520
889,584,578,590,520
890,584,578,590,520
891,584,578,590,520
892,584,578,590,520
893,584,578,590,520
894,584,578,590,520
895,584,578,590,520
896,584,578,590,520
897,584,578,590,520
898,584,578,590,520
899,584,578,590,520
900,584,578,590,520
901,584,578,590,520
902,584,578,590,520
903,584,578,590,520
904,584,578,590,520
905,584,578,590,520
906,584,578,590,520
907,584,578,590,520
908,584,578,590,520
909,584,578,590,520
910,584,578,590,520
911,584,578,590,520
912,584,578,590,520
913,584,578,590,520
914,584,578,590,520
915,584,579,590,520
916,584,579,590,520
917,584,579,590,520
918,584,579,590,520
919,584,579,590,520
920,584,579,590,520
921,584,579,590,520
922,582,577,589,519
923,582,577,589,519
924,582,577,589,519
925,582,577,589,519
926,582,577,589,519
927,582,577,589,519
928,582,577,589,519
929,582,577,589,519
930,582,577,589,519
931,582,578,589,519
932,582,578,589,519
933,582,578,589,519
934,582,578,589,519
935,582,578,590,519
936,582,578,589,519
937,582,578,589,519
938,582,578,589,519
939,582,578,589,519
940,582,578,590,519
941,582,578,590,519
942,582,578,590,519
943,582,578,590,519
944,582,578,590,519
945,582,578,590,519
946,582,578,590,519
947,582,578,590,519
948,582,578,590,519
949,582,578,590,519
950,582,578,590,519
951,582,578,590,519
952,582,578,590,519
953,582,578,590,519
954,581,576,589,517
955,581,576,589,517
956,581,576,589,517
957,581,576,589,517
958,581,576,589,517
959,581,576,589,517
960,581,576,589,517
961,581,576,589,517
962,581,576,589,517
963,581,576,589,518
964,581,576,589,518
965,581,576,589,518
966,581,576,589,518
967,581,576,589,518
968,581,576,589,518
969,581,576,589,518
970,581,576,589,518
971,581,576,589,518
972,581,576,589,518
973,581,576,589,518
974,581,576,589,518
975,581,576,589,518
976,581,576,589,518
977,581,576,589,518
978,581,576,589,518
979,581,576,589,518
980,581,576,589,518
981,581,576,589,518
982,581,576,589,518
983,581,576,589,518
984,581,576,589,518
985,581,576,589,518
986,581,576,589,518
987,581,576,589,518
988,577,573,587,515
989,578,573,586,515
990,578,573,586,515
991,578,573,586,515
992,578,573,586,515
993,578,573,586,515
994,578,573,586,517
995,578,573,586,515
996,578,573,586,515
997,578,573,586,515
998,578,573,586,515
999,578,573,586,515
1000,578,573,586,515
1001,578,573,586,515
1002,578,573,586,515
1003,578,573,586,515
1004,578,573,586,515
1005,578,573,586,515
1006,578,573,586,515
1007,578,573,586,515
1008,578,573,586,515
1009,578,573,586,515
1010,578,573,586,515
1011,578,573,586,515
1012,578,573,586,515
1013,578,573,586,515
1014,578,573,586,515
1015,578,573,586,515
1016,578,573,586,515
1017,578,573,586,515
1018,578,573,586,515
1019,578,573,586,515
1020,576,571,584,514
1021,576,571,584,514
1022,576,571,584,514
1023,576,571,584,514
1024,576,571,584,514
1025,576,571,584,514
1026,576,571,584,514
1027,576,571,584,514
1028,576,571,584,514
1029,576,571,584,514
1030,576,571,584,514
1031,576,571,584,514
1032,578,571,584,514
1033,576,571,584,514
1034,576,571,584,514
1035,576,571,584,514
1036,576,571,585,514
1037,576,571,585,514
1038,576,571,585,514
1039,576,571,585,514
1040,577,571,585,514
1041,577,571,585,514
1042,577,571,585,514
1043,577,571,585,514
1044,577,571,585,514
1045,577,572,585,514
1046,577,572,585,514
1047,577,572,585,514
1048,577,572,585,514
1049,577,573,585,514
1050,577,572,585,514
1051,577,572,585,514
1052,577,572,585,514
1053,576,570,583,513
1054,576,570,583,513
1055,576,570,583,513
1056,576,570,583,513
1057,576,570,583,513
1058,576,570,583,513
1059,576,570,583,513
1060,576,570,583,513
1061,576,570,583,513
1062,576,570,583,513
1063,576,570,583,513
1064,576,570,583,513
1065,576,570,583,513
1066,576,570,583,513
1067,576,570,583,513
1068,576,570,583,513
1069,576,570,583,513
1070,576,570,583,513
1071,576,570,583,513
1072,576,570,583,513
1073,577,570,583,513
1074,576,570,583,513
1075,576,570,583,513
1076,576,570,583,513
1077,576,570,584,513
1078,576,570,584,513
1079,576,570,584,513
1080,576,570,584,513
1081,576,570,584,513
1082,576,570,584,513
1083,576,570,584,513
1084,576,571,584,513
1085,576,571,584,513
1086,576,569,582,512
1087,576,569,582,512
1088,576,569,582,512
1089,576,569,582,512
1090,576,569,582,512
1091,576,569,582,512
1092,576,569,582,512
1093,576,569,582,512
1094,576,569,582,512
1095,576,569,582,512
1096,576,569,582,512
1097,576,569,582,512
1098,578,569,582,512
1099,576,569,582,512
1100,576,569,582,512
1101,576,569,582,512
1102,576,569,582,512
1103,576,569,582,512
1104,576,569,582,512
1105,576,569,582,512
1106,576,569,582,512
1107,576,569,582,512
1108,576,569,582,512
1109,576,569,582,512
1110,576,569,582,512
1111,576,569,582,512
1112,576,569,582,512
1113,576,569,582,512
1114,576,569,582,512
1115,576,569,582,512
1116,576,569,582,512
1117,576,569,582,512
1118,576,569,582,512
1119,576,569,582,512
1120,576,567,580,511
1121,576,567,580,511
1122,576,567,580,511
1123,576,567,580,511
1124,576,567,580,511
1125,576,567,580,511
1126,576,567,580,512
1127,576,567,580,512
1128,576,567,580,512
1129,576,567,580,512
1130,576,567,580,512
1131,576,567,580,512
1132,576,567,580,512
1133,576,567,580,512
1134,576,567,580,512
1135,576,567,580,512
1136,576,567,580,512
1137,576,567,580,512
1138,576,567,580,512
1139,576,567,580,512
1140,576,567,580,512
1141,576,567,580,512
1142,576,567,580,512
1143,576,567,580,512
1144,576,567,580,512
1145,576,567,580,512
1146,576,567,580,512
1147,577,567,580,512
1148,576,567,580,512
1149,576,567,580,512
1150,576,568,580,512
1151,576,568,580,512
1152,576,568,580,512
1153,576,568,580,512
1154,576,568,580,512
1155,576,568,580,512
1156,576,568,580,512
1157,576,568,580,512
1158,576,568,580,512
1159,576,568,580,512
1160,576,568,580,512
1161,576,568,580,512
1162,577,568,580,512
1163,577,568,580,512
1164,577,568,580,512
1165,577,568,581,512
1166,577,568,580,512
1167,577,568,580,512
1168,577,568,580,512
1169,577,568,580,512
1170,577,568,580,512
1171,577,568,580,512
1172,577,568,581,512
1173,577,568,581,512
1174,577,568,581,512
1175,577,568,581,512
1176,577,568,581,512
1177,577,568,581,512
1178,577,568,581,512
1179,577,568,581,512
1180,577,568,581,512
1181,577,568,581,512
1182,577,568,581,512
1183,577,568,581,512
1184,577,568,581,512
1185,577,568,581,512
1186,577,568,581,512
1187,576,566,579,511
1188,576,566,579,511
1189,576,566,579,511
1190,576,566,579,511
1191,576,566,579,511
1192,576,566,579,511
1193,576,566,579,511
1194,576,566,579,511
1195,577,566,579,511
1196,577,566,579,511
1197,576,566,579,511
1198,576,566,579,511
1199,577,566,579,511
1200,577,566,579,511
1201,577,566,579,511
1202,577,566,579,511
1203,577,566,581,511
1204,577,566,579,511
1205,577,566,579,511
1206,579,566,579,511
1207,577,566,579,511
1208,577,567,579,511
1209,577,567,579,514
1210,577,567,579,511
1211,577,567,579,511
1212,577,567,579,511
1213,577,567,579,511
1214,577,567,579,511
1215,577,567,579,511
1216,577,567,579,511
1217,577,567,579,511
1218,576,566,579,510
1219,576,566,577,510
1220,576,566,577,510
1221,576,566,577,510
1222,576,566,577,510
1223,576,566,577,510
1224,576,566,577,510
1225,576,566,577,510
1226,576,566,577,510
1227,576,566,577,510
1228,576,566,577,510
1229,576,566,577,510
1230,576,566,577,510
1231,576,566,577,510
1232,576,566,577,510
1233,576,566,577,510
1234,576,566,577,510
1235,576,566,577,510
1236,576,566,577,510
1237,576,566,577,510
1238,576,566,577,510
1239,576,567,577,510
1240,576,567,577,510
1241,576,567,577,510
1242,576,567,577,510
1243,576,567,577,510
1244,576,567,577,510
1245,576,567,577,510
1246,576,567,577,510
1247,576,567,577,510
1248,576,567,577,510
1249,576,567,577,510
1250,576,567,577,510
1251,576,567,577,510
1252,576,566,575,508
1253,576,566,575,508
1254,576,566,575,508
1255,576,566,575,508
1256,576,566,575,508
1257,576,566,575,508
1258,576,566,575,508
1259,576,566,575,508
1260,576,566,575,508
1261,576,566,575,508
1262,576,566,575,508
1263,576,566,575,508
1264,576,566,575,508
1265,576,566,575,508
1266,576,566,575,508
1267,576,566,575,508
1268,576,566,575,508
1269,576,566,575,508
1270,576,567,575,508
1271,576,567,575,508
1272,576,567,575,508
1273,576,567,575,508
1274,576,567,575,508
1275,576,567,575,508
1276,576,567,575,508
1277,576,567,575,508
1278,576,567,575,508
1279,576,567,575,508
1280,576,567,575,508
1281,576,567,575,508
1282,576,567,575,508
1283,576,567,575,508
1284,576,567,575,508
1285,576,567,575,508
1286,576,567,575,508
1287,576,567,575,508
1288,576,567,575,508
1289,576,567,575,508
1290,576,567,575,508
1291,576,567,575,508
1292,576,567,575,508
1293,576,567,575,508
1294,576,567,575,508
1295,576,567,575,508
1296,576,567,575,508
1297,576,567,575,508
1298,576,567,575,508
1299,576,567,575,508
1300,576,567,575,508
1301,576,567,575,508
1302,576,567,575,508
1303,576,567,575,508
1304,576,567,575,508
1305,576,567,575,508
1306,576,567,575,508
1307,576,567,575,508
1308,576,567,575,508
1309,576,567,575,508
1310,576,567,575,508
1311,576,567,575,508
1312,576,567,575,508
1313,576,567,575,508
1314,576,567,575,508
1315,576,567,575,508
1316,576,567,575,508
1317,576,568,575,508
1318,576,566,573,507
1319,574,566,572,507
1320,574,566,572,506
1321,574,566,572,506
1322,574,566,572,506
1323,574,567,572,506
1324,574,567,572,506
1325,574,567,572,506
1326,574,567,572,506
1327,574,567,572,506
1328,574,567,572,506
1329,574,567,572,506
1330,574,567,572,506
1331,575,567,572,506
1332,574,567,572,506
1333,574,567,572,506
1334,574,567,572,506
1335,574,567,572,506
1336,574,567,572,506
1337,574,567,572,506
1338,574,567,572,506
1339,574,567,572,506
1340,574,567,572,506
1341,574,567,572,506
1342,574,567,572,506
1343,574,567,572,506
1344,574,567,572,506
1345,574,567,572,506
1346,574,567,572,506
1347,574,567,572,506
1348,574,567,572,506
1349,574,567,572,506
1350,574,567,572,506
1351,574,566,570,506
1352,574,566,570,505
1353,574,566,570,505
1354,574,566,570,505
1355,574,566,570,505
1356,574,566,570,505
1357,574,566,570,505
1358,574,566,570,505
1359,574,566,570,505
1360,574,566,570,505
