Seconds,Validator 1,Validator 2,Validator 3,Validator 4
2811,543,538,510,476
2812,542,538,509,476
2813,542,538,509,476
2814,542,538,509,476
2815,542,538,509,476
2816,542,538,509,476
2817,542,538,509,476
2818,542,538,509,476
2819,542,538,509,476
2820,542,538,509,476
2821,542,538,509,476
2822,542,538,510,476
2823,543,538,510,476
2824,543,538,510,476
2825,543,538,510,476
2826,543,538,510,476
2827,543,538,510,476
2828,543,538,510,476
2829,543,538,510,476
2830,543,538,510,476
2831,543,538,510,476
2832,543,538,510,476
2833,543,538,510,476
2834,543,538,510,476
2835,543,538,510,476
2836,543,538,510,476
2837,543,538,510,476
2838,543,538,510,476
2839,543,538,510,476
2840,543,538,510,476
2841,543,538,510,476
2842,543,538,510,476
2843,543,538,510,476
2844,543,538,510,476
2845,543,538,509,476
2846,543,538,509,476
2847,543,538,509,476
2848,543,538,509,476
2849,543,538,509,476
2850,543,538,509,476
2851,545,538,509,476
2852,543,538,509,476
2853,543,538,509,476
2854,543,538,509,476
2855,543,538,509,476
2856,543,538,509,476
2857,543,538,509,476
2858,543,538,509,476
2859,543,538,509,476
2860,543,538,509,476
2861,543,538,509,476
2862,543,538,509,476
2863,543,538,509,476
2864,543,538,510,476
2865,543,538,510,476
2866,543,538,510,476
2867,543,538,510,476
2868,543,538,510,476
2869,543,538,510,476
2870,543,538,510,476
2871,543,538,510,476
2872,543,538,510,476
2873,543,538,510,476
2874,543,538,510,476
2875,543,538,510,476
2876,543,538,510,476
2877,543,538,512,476
2878,541,537,510,475
2879,541,537,510,474
2880,541,537,510,474
2881,541,537,510,476
2882,541,537,510,474
2883,541,537,510,474
2884,541,537,510,474
2885,541,537,510,474
2886,541,537,510,474
2887,541,537,510,474
2888,541,537,510,474
2889,541,537,510,474
2890,541,537,510,474
2891,541,537,510,474
2892,541,537,510,474
2893,541,537,510,478
2894,541,537,510,478
2895,541,537,510,478
2896,541,537,510,478
2897,541,537,510,478
2898,541,537,510,478
2899,541,537,510,478
2900,541,537,510,478
2901,541,537,510,478
2902,541,537,510,478
2903,541,537,510,478
2904,541,537,510,478
2905,541,537,510,478
2906,541,537,510,478
2907,541,537,510,478
2908,541,537,510,478
2909,541,537,510,478
2910,541,538,510,478
2911,541,537,509,478
2912,541,537,509,478
2913,541,537,509,478
2914,541,537,509,478
2915,541,537,509,478
2916,541,537,509,478
2917,541,537,509,478
2918,541,537,509,478
2919,541,537,509,478
2920,541,537,509,478
2921,541,537,509,478
2922,541,537,509,478
2923,541,537,509,478
2924,541,537,509,478
2925,541,537,509,478
2926,541,537,510,478
2927,541,537,510,478
2928,541,537,510,478
2929,541,537,510,478
2930,541,537,510,478
2931,541,537,510,478
2932,541,537,510,478
2933,541,537,510,478
2934,541,537,510,478
2935,541,537,510,478
2936,541,537,510,478
2937,541,537,510,478
2938,541,537,510,478
2939,541,537,510,478
2940,541,537,510,478
2941,541,537,510,478
2942,541,538,510,478
2943,541,537,510,478
2944,541,536,509,478
2945,541,536,509,478
2946,541,536,509,478
2947,541,536,509,478
2948,541,536,509,478
2949,542,536,509,478
2950,541,536,509,478
2951,541,536,509,478
2952,541,536,509,478
2953,541,536,509,478
2954,541,536,509,478
2955,541,536,509,478
2956,541,536,509,478
2957,541,536,509,478
2958,541,536,509,478
2959,541,536,509,478
2960,541,536,509,478
2961,541,536,509,478
2962,541,536,509,478
2963,541,536,509,478
2964,541,536,509,478
2965,541,536,509,478
2966,541,536,509,478
2967,541,536,509,478
2968,541,536,509,478
2969,541,536,509,478
2970,541,536,509,478
2971,541,536,509,478
2972,541,536,509,478
2973,541,536,509,478
2974,541,536,509,478
2975,541,536,509,478
2976,541,537,509,478
2977,541,535,511,478
2978,541,535,509,478
2979,541,535,509,478
2980,541,535,509,478
2981,541,535,509,478
2982,541,535,509,478
2983,541,536,509,478
2984,541,535,509,478
2985,541,535,509,478
2986,541,535,509,478
2987,541,535,509,478
2988,541,535,509,478
2989,541,535,509,478
2990,541,536,509,478
2991,541,535,509,478
2992,541,535,509,478
2993,541,535,509,478
2994,541,535,509,478
2995,541,535,509,478
2996,541,535,509,478
2997,541,535,509,478
2998,541,535,509,478
2999,541,535,509,478
3000,541,535,509,478
3001,541,535,509,478
3002,541,535,509,478
3003,541,536,509,478
3004,541,537,509,480
3005,541,536,509,478
3006,541,536,509,478
3007,541,536,509,478
3008,541,539,509,478
