Time (seconds),Validator 1,Validator 2,Validator 3,Validator 4
1353,2,2,1,6
1354,4,3,1,5
1355,1,1,1,4
1356,1,1,1,5
1357,4,4,1,1
1358,2,4,0,0
1359,2,1,1,1
1360,0,1,2,4
1361,3,6,4,1
1362,1,1,5,2
1363,1,1,6,0
1364,1,11,6,16
1365,7,8,3,0
1366,4,1,1,4
1367,0,1,1,5
1368,1,5,5,1
1369,2,0,0,1
1370,3,0,3,1
1371,0,0,0,1
1372,10,6,3,1
1373,1,1,1,1
1374,0,1,1,3
1375,1,1,1,5
1376,4,3,3,1
1377,2,1,0,4
1378,1,0,1,1
1379,5,5,3,4
1380,2,2,5,2
1381,1,5,0,5
1382,4,1,2,0
1383,1,1,1,5
1384,2,2,4,3
1385,1,1,0,0
1386,1,4,0,0
1387,2,1,7,1
1388,1,1,0,5
1389,4,1,0,1
1390,3,1,1,1
1391,4,0,7,4
1392,0,5,0,1
1393,5,5,1,1
1394,1,1,1,10
1395,4,3,1,9
1396,3,1,0,1
1397,1,0,0,1
1398,0,2,5,1
1399,3,2,2,1
1400,6,4,1,1
1401,1,1,1,3
1402,0,5,5,3
1403,2,5,1,3
1404,3,1,1,4
1405,1,0,4,1
1406,4,3,0,1
1407,4,3,0,0
1408,1,1,5,6
1409,1,3,1,4
1410,9,1,3,5
1411,3,1,1,1
1412,0,0,1,4
1413,1,9,4,0
1414,7,6,1,5
1415,3,1,1,0
1416,1,0,0,6
1417,3,4,1,5
1418,0,0,3,1
1419,1,1,5,0
1420,1,1,1,5
1421,3,4,4,1
1422,3,3,5,5
1423,2,3,0,1
1424,1,1,0,0
1425,4,5,1,5
1426,3,2,0,1
1427,3,1,1,1
1428,4,0,2,1
1429,2,1,2,4
1430,1,1,1,1
1431,5,1,0,1
1432,0,4,0,4
1433,2,3,6,1
1434,0,1,1,1
1435,5,6,1,1
1436,1,1,10,3
1437,0,4,5,5
1438,1,7,0,1
1439,1,5,1,4
1440,17,1,1,4
1441,4,5,3,0
1442,1,4,0,0
1443,1,2,4,4
1444,1,2,7,3
1445,1,1,1,0
1446,2,5,0,4
1447,1,1,1,1
1448,3,0,4,2
1449,6,4,2,1
1450,0,0,3,3
1451,5,1,1,1
1452,7,10,3,4
1453,1,6,4,0
1454,1,0,1,1
1455,10,1,5,1
1456,12,9,3,5
1457,1,1,5,1
1458,0,1,1,1
1459,0,1,2,3
1460,1,4,2,2
1461,2,1,0,1
1462,0,1,0,1
1463,5,7,4,4
1464,1,0,4,0
1465,1,0,1,0
1466,1,2,2,1
1467,0,8,7,9
1468,2,1,1,1
1469,1,1,4,1
1470,5,3,1,1
1471,3,3,6,5
1472,1,1,0,0
1473,0,1,1,1
1474,0,2,5,4
1475,1,0,0,1
1476,2,1,1,1
1477,3,4,1,6
1478,3,3,3,1
1479,1,0,0,1
1480,1,5,1,1
1481,1,4,5,5
1482,3,3,2,4
1483,1,1,0,1
1484,5,5,4,3
1485,4,1,9,0
1486,3,5,1,4
1487,4,1,0,1
1488,2,1,1,5
1489,0,1,1,4
1490,0,0,0,1
1491,5,5,0,5
1492,0,0,1,0
1493,2,2,1,1
1494,2,1,4,1
1495,1,0,5,5
1496,1,1,3,3
1497,3,3,0,5
1498,5,4,1,4
1499,1,1,0,1
1500,0,1,1,4
1501,9,4,4,6
1502,2,2,4,4
1503,0,1,2,1
1504,11,1,1,0
1505,8,5,2,4
1506,2,1,0,1
1507,1,1,1,1
1508,5,2,7,9
1509,0,1,0,5
1510,1,1,0,0
1511,1,1,1,1
1512,6,0,5,5
1513,1,1,0,1
1514,1,1,1,1
1515,5,3,6,1
1516,2,2,4,1
1517,2,1,1,1
1518,1,0,5,1
1519,4,5,6,0
1520,1,3,4,4
1521,3,1,0,1
1522,9,0,0,5
1523,5,4,4,4
1524,2,1,0,1
1525,5,0,1,4
1526,1,3,5,3
1527,7,0,0,1
1528,2,1,0,1
1529,1,4,6,1
1530,2,3,0,4
1531,0,0,1,0
1532,3,1,5,1
1533,1,1,4,4
1534,4,1,3,4
1535,1,6,1,5
1536,1,3,5,0
1537,0,1,1,4
1538,9,1,2,2
1539,1,6,1,4
1540,0,1,0,1
1541,1,2,2,5
1542,0,1,3,4
1543,1,5,3,1
1544,0,1,1,1
1545,3,0,3,3
1546,4,4,0,1
1547,2,1,0,1
1548,0,1,1,3
1549,5,4,4,6
1550,1,0,1,0
1551,0,1,4,4
1552,8,4,6,6
1553,1,0,5,0
1554,1,1,0,1
1555,1,1,3,1
1556,9,1,6,7
1557,1,1,0,1
1558,0,1,2,1
1559,8,2,6,3
1560,2,0,5,5
1561,2,1,0,1
1562,2,1,1,1
1563,2,8,15,1
1564,0,1,0,1
1565,1,1,1,1
1566,2,6,1,7
1567,4,4,8,2
1568,1,5,0,3
1569,1,0,0,1
1570,1,5,6,2
1571,1,4,3,3
1572,1,2,1,1
1573,9,1,5,1
1574,1,2,1,3
1575,2,2,2,2
1576,1,6,1,0
1577,1,1,5,4
1578,1,0,1,5
1579,1,2,0,1
1580,0,1,0,0
1581,0,1,3,4
1582,3,3,5,1
1583,5,1,1,3
1584,1,4,0,8
1585,1,1,1,3
1586,3,1,4,4
1587,6,4,0,3
1588,1,0,0,1
1589,0,2,1,3
1590,8,5,3,3
1591,2,4,1,5
1592,0,0,0,0
1593,0,1,1,2
1594,4,5,4,3
1595,1,2,1,1
1596,0,0,0,1
1597,5,1,2,4
1598,1,1,5,0
1599,0,1,1,1
1600,1,1,1,2
1601,10,8,5,11
1602,0,1,1,1
1603,2,2,0,1
1604,20,1,2,1
1605,5,6,1,11
1606,1,0,0,1
1607,4,1,1,1
1608,3,5,10,7
1609,3,4,0,4
1610,1,1,1,0
1611,5,0,1,4
1612,1,1,4,5
1613,0,0,0,1
1614,1,1,0,0
1615,1,6,1,2
1616,3,4,1,2
1617,1,5,1,7
1618,5,1,4,5
1619,1,1,4,1
1620,0,2,2,3
1621,1,1,0,1
1622,1,2,3,5
1623,1,1,3,0
1624,2,2,2,1
1625,6,2,1,4
1626,1,1,1,0
1627,3,2,3,1
1628,0,1,0,3
1629,1,5,4,1
1630,0,1,3,0
1631,4,0,4,5
1632,4,1,1,4
1633,1,1,1,0
1634,1,3,1,0
1635,3,4,1,4
1636,5,5,5,0
1637,1,0,0,0
1638,0,1,4,4
1639,1,3,3,3
1640,2,1,5,1
1641,0,0,0,1
1642,1,1,1,9
1643,2,8,0,6
1644,1,1,0,0
1645,0,1,1,1
1646,1,7,7,0
1647,7,0,0,0
1648,0,1,1,1
1649,6,7,4,6
1650,0,3,0,0
1651,1,1,0,0
1652,5,6,2,1
1653,9,2,6,1
1654,2,1,0,1
1655,4,0,3,1
1656,4,4,7,3
1657,3,3,2,3
1658,0,1,0,1
1659,0,0,1,3
1660,0,1,5,4
1661,0,1,0,1
1662,2,1,0,1
1663,4,1,1,1
1664,2,2,3,1
1665,5,0,3,2
1666,5,1,4,4
1667,3,1,5,1
1668,3,1,4,4
1669,1,1,0,1
1670,4,4,0,3
1671,4,1,1,4
1672,2,2,1,2
1673,7,2,11,5
1674,1,1,5,1
1675,1,1,4,1
1676,1,1,1,4
1677,6,4,0,1
1678,1,1,1,1
1679,1,2,4,3
1680,5,1,4,3
1681,3,3,5,1
1682,1,1,0,1
1683,2,0,2,2
1684,3,4,0,0
1685,1,1,0,1
1686,0,2,1,4
1687,10,3,4,4
1688,1,0,4,0
1689,1,0,1,1
1690,8,1,3,1
1691,6,8,3,9
1692,2,1,0,0
1693,1,1,2,1
1694,4,2,1,2
1695,1,0,4,1
1696,0,0,0,1
1697,6,1,2,5
1698,0,1,4,1
1699,1,4,0,0
1700,1,6,3,1
1701,3,8,4,10
1702,1,1,1,0
1703,1,1,0,1
1704,4,5,3,6
1705,1,4,8,5
1706,2,1,2,1
1707,1,1,0,3
1708,0,2,1,2
1709,5,4,4,1
1710,1,0,1,1
1711,5,5,5,7
1712,1,2,5,4
1713,3,5,3,1
1714,1,1,1,4
1715,1,5,10,4
1716,2,1,2,4
1717,5,1,0,1
1718,6,6,4,1
1719,0,1,4,2
1720,0,3,4,6
1721,1,1,0,3
1722,1,7,2,0
1723,1,1,1,5
1724,3,4,4,1
1725,7,7,0,7
1726,2,1,1,0
1727,1,1,1,3
1728,3,3,5,3
1729,2,7,0,0
1730,0,1,4,1
1731,1,1,6,3
1732,2,5,1,8
1733,5,1,1,0
1734,2,1,9,2
1735,16,1,1,3
1736,0,2,4,4
1737,2,2,5,0
1738,0,1,1,3
1739,5,8,2,4
1740,1,1,4,0
1741,0,1,0,0
1742,8,1,2,1
1743,3,4,4,11
1744,1,1,4,1
1745,1,1,0,0
1746,4,6,3,1
1747,2,3,6,3
1748,1,9,1,16
1749,0,0,0,4
1750,1,2,1,3
1751,0,0,3,0
1752,2,1,0,1
1753,4,5,1,4
1754,2,2,6,1
1755,1,1,1,2
1756,1,6,0,0
1757,3,1,1,4
1758,3,3,7,2
1759,1,1,1,1
1760,4,5,1,5
1761,3,1,6,0
1762,3,0,2,1
1763,4,2,1,5
1764,1,1,0,0
1765,1,3,4,1
1766,5,1,3,2
1767,8,7,1,0
1768,0,0,4,1
1769,2,2,1,3
1770,0,1,0,1
1771,3,0,1,5
1772,1,1,1,1
1773,2,2,2,3
1774,2,5,1,1
1775,4,1,1,1
1776,2,2,1,3
1777,3,3,3,3
1778,1,1,4,6
1779,1,1,5,1
1780,0,1,4,0
1781,6,7,0,4
1782,2,1,0,0
1783,0,0,1,1
1784,4,5,1,2
1785,0,1,4,0
1786,2,2,5,1
1787,0,1,2,2
1788,7,7,5,5
1789,1,1,3,0
1790,1,1,0,0
1791,6,5,2,5
1792,0,3,3,1
1793,1,0,4,1
1794,1,1,1,1
1795,3,2,2,7
1796,3,4,6,2
1797,1,3,1,11
1798,3,4,1,1
1799,0,3,1,4
1800,1,0,7,2
1801,2,1,0,1
1802,3,1,1,4
1803,1,1,6,3
1804,0,0,0,1
1805,3,0,0,0
1806,0,0,0,1
1807,2,1,0,2
1808,0,0,0,0
1809,1,1,1,1
1810,1,2,6,4
1811,5,2,3,4
1812,1,5,1,4
1813,1,0,1,0
1814,4,2,1,1
1815,1,0,1,0
1816,1,1,0,0
1817,1,1,4,2
1818,3,2,0,3
1819,5,4,1,4
1820,1,1,2,4
1821,0,1,2,3
1822,3,4,1,4
1823,2,1,0,1
1824,2,0,5,1
1825,8,1,1,1
1826,6,6,1,5
1827,2,3,4,4
1828,0,0,2,0
1829,3,8,4,2
1830,1,0,1,0
1831,1,0,1,0
1832,5,5,2,1
1833,13,7,3,4
1834,1,1,5,0
1835,1,1,1,0
1836,3,7,2,1
1837,4,1,4,6
1838,1,0,4,0
1839,1,0,1,0
1840,3,4,1,13
1841,3,4,0,9
1842,1,1,1,1
1843,3,1,0,1
1844,1,1,4,3
1845,2,4,2,1
1846,2,5,0,5
1847,4,5,0,6
1848,3,1,4,3
1849,0,0,0,0
1850,5,1,0,1
1851,0,1,1,3
1852,4,5,0,4
1853,5,4,1,1
1854,4,1,0,3
1855,0,4,4,2
1856,4,3,4,3
1857,5,3,1,1
1858,0,0,0,5
1859,1,3,2,1
1860,1,2,2,0
1861,1,5,1,4
1862,0,1,4,1
1863,3,2,2,1
1864,5,6,1,0
1865,1,1,2,4
1866,1,1,1,1
1867,7,4,3,1
1868,1,1,1,4
1869,1,2,7,0
1870,1,1,2,4
1871,5,5,2,1
1872,2,1,4,0
1873,1,1,1,1
1874,1,2,2,3
1875,3,4,4,4
1876,1,1,1,1
1877,0,1,1,1
1878,5,5,10,1
1879,1,12,3,7
1880,2,1,0,0
1881,4,1,1,2
1882,0,2,1,1
1883,0,1,1,1
1884,1,1,1,1
1885,4,2,1,1
1886,3,1,1,1
1887,1,0,0,1
1888,1,0,1,1
1889,2,1,2,1
1890,1,3,3,6
1891,2,1,1,1
1892,4,5,0,3
1893,0,0,4,4
1894,0,1,0,1
1895,3,1,1,1
1896,1,2,6,1
1897,3,2,3,1
1898,0,0,0,0
1899,5,4,0,4
1900,1,1,3,5
1901,3,1,3,4
1902,4,1,1,1
1903,1,1,1,8
1904,1,1,2,4
1905,2,2,1,3
1906,4,5,1,4
1907,1,1,4,1
1908,3,3,4,3
1909,4,1,0,0
1910,1,1,1,4
1911,1,1,6,3
1912,7,7,1,5
1913,2,1,3,1
1914,3,1,1,0
1915,0,0,1,6
1916,4,5,1,4
1917,1,1,3,0
1918,1,1,1,2
1919,9,7,6,1
1920,0,1,3,0
1921,1,1,0,0
1922,9,7,4,0
1923,6,8,3,5
1924,2,1,4,1
1925,1,1,0,0
1926,6,4,1,4
1927,5,1,4,6
1928,3,6,1,7
1929,1,1,1,1
1930,4,3,2,7
1931,0,13,0,3
1932,2,3,1,0
1933,4,5,2,1
1934,3,3,5,1
1935,1,1,1,0
1936,1,1,0,0
1937,4,5,1,6
1938,2,2,6,1
1939,1,0,1,1
1940,5,5,1,4
1941,4,1,4,4
1942,1,4,3,4
1943,2,1,1,0
1944,4,5,14,8
1945,0,1,4,0
1946,4,1,4,3
1947,8,5,1,3
1948,0,0,0,1
1949,1,1,1,2
1950,3,3,0,0
1951,0,1,3,4
1952,1,0,5,0
1953,4,5,4,1
1954,1,1,0,1
1955,1,1,1,1
1956,0,1,1,5
1957,0,7,0,5
1958,1,1,5,4
1959,0,1,4,0
1960,5,1,9,1
1961,1,3,3,3
1962,1,1,4,1
1963,3,5,1,2
1964,4,4,3,3
1965,1,0,0,1
1966,2,3,5,0
1967,1,1,2,1
1968,1,4,2,3
1969,2,0,5,0
1970,4,1,1,0
1971,7,5,3,1
1972,0,2,2,7
1973,1,0,4,1
1974,1,1,1,1
1975,1,1,2,5
1976,7,4,6,5
1977,1,5,0,0
1978,5,4,1,1
1979,4,1,1,3
1980,7,1,7,3
1981,3,1,1,1
1982,0,0,0,6
1983,0,0,3,1
1984,1,0,1,1
1985,4,4,1,0
1986,1,1,1,3
1987,2,2,1,3
1988,1,1,1,1
1989,2,1,1,7
1990,1,1,5,4
1991,4,4,3,1
1992,5,4,1,2
1993,0,1,12,0
1994,1,2,6,4
1995,3,6,4,0
1996,12,10,1,0
1997,2,1,4,0
1998,1,2,1,4
1999,4,4,1,1
2000,2,1,1,3
2001,1,1,1,4
2002,5,1,0,1
2003,2,2,1,5
2004,2,1,1,2
2005,5,6,5,1
2006,0,0,1,4
2007,1,0,0,0
2008,1,1,1,4
2009,1,3,1,8
2010,4,1,2,5
2011,3,5,0,1
2012,4,6,1,4
2013,10,3,3,5
2014,2,0,4,0
2015,0,0,0,0
2016,1,1,3,1
2017,2,1,3,9
2018,1,1,0,1
2019,4,4,1,1
2020,4,0,8,4
2021,3,0,4,0
2022,1,4,1,1
2023,0,1,0,6
2024,1,5,7,7
2025,3,1,2,2
2026,5,5,1,0
2027,1,1,1,11
2028,1,2,8,2
2029,3,0,0,1
2030,1,0,1,1
2031,1,3,5,3
2032,3,3,0,2
2033,5,5,2,1
2034,1,1,1,4
2035,0,0,3,3
2036,2,1,1,0
2037,2,1,1,1
2038,1,1,4,1
2039,2,4,3,4
2040,5,3,0,0
2041,0,1,1,1
2042,1,1,10,3
2043,3,6,0,3
2044,1,1,0,0
2045,0,1,4,0
2046,0,1,4,3
2047,4,4,0,0
2048,1,1,3,3
2049,1,1,1,1
2050,1,1,2,0
2051,3,0,3,2
2052,0,1,3,0
2053,2,1,1,1
2054,3,3,1,2
2055,1,0,1,1
2056,2,0,1,0
2057,0,1,1,2
2058,1,3,3,3
2059,0,7,3,15
2060,1,1,1,1
2061,7,5,5,0
2062,6,4,0,8
2063,1,1,0,0
2064,0,0,0,1
2065,1,1,9,1
2066,3,2,4,2
2067,2,1,1,1
2068,3,6,1,0
2069,1,1,8,2
2070,0,0,0,1
2071,3,1,0,0
2072,0,0,5,0
2073,2,2,2,1
2074,1,1,1,0
2075,4,4,0,2
2076,0,2,5,5
2077,3,0,3,3
2078,2,1,1,1
2079,2,1,1,5
2080,1,1,2,2
2081,3,2,2,3
2082,4,4,1,5
2083,1,1,4,1
2084,1,1,3,1
2085,3,3,3,1
2086,3,2,1,3
2087,0,0,1,0
2088,1,1,2,2
2089,4,1,0,1
2090,2,1,6,1
2091,1,0,0,1
2092,7,1,1,1
2093,3,2,1,1
2094,2,1,1,2
2095,1,4,1,2
2096,6,1,2,2
2097,1,0,4,4
2098,1,1,2,1
2099,0,0,1,5
2100,7,6,1,1
2101,2,2,1,1
2102,0,0,1,1
2103,2,4,1,8
2104,2,2,1,5
2105,1,1,1,1
2106,1,1,1,0
2107,4,1,9,3
2108,2,5,0,2
2109,2,2,0,1
2110,5,9,1,4
2111,10,2,5,1
2112,1,1,1,1
2113,4,2,0,0
2114,4,2,3,2
2115,3,3,1,2
2116,1,0,1,1
2117,1,5,0,0
2118,1,3,6,1
2119,3,3,3,1
2120,5,1,0,1
2121,4,1,0,1
2122,3,1,1,1
2123,2,2,1,2
2124,9,1,1,0
2125,1,1,1,1
2126,3,3,1,12
2127,12,6,0,5
2128,0,1,2,1
2129,1,1,1,1
2130,1,4,1,4
2131,2,1,0,5
2132,1,1,5,0
2133,9,4,3,4
2134,1,5,1,4
2135,2,1,4,1
2136,2,2,1,1
2137,2,6,1,3
2138,1,0,3,0
2139,1,1,2,1
2140,1,7,5,3
2141,6,5,3,0
2142,0,1,4,1
2143,1,1,3,1
2144,7,3,1,7
2145,2,1,4,4
2146,1,1,0,1
2147,7,1,0,0
2148,6,0,2,7
2149,0,0,0,1
2150,1,1,0,0
2151,3,4,4,6
2152,3,3,8,1
2153,1,1,1,0
2154,1,1,2,4
2155,0,1,1,3
2156,3,2,13,2
2157,1,5,1,1
2158,3,4,1,4
2159,0,2,2,1
2160,1,1,1,1
2161,2,2,0,5
2162,1,1,1,3
2163,2,2,2,1
2164,1,1,1,1
2165,4,7,1,1
2166,0,1,6,0
2167,4,1,3,6
2168,1,1,0,5
2169,1,0,1,4
2170,1,1,9,9
2171,3,4,3,1
2172,5,5,2,5
2173,3,1,7,0
2174,1,2,2,1
2175,3,3,3,4
2176,2,1,0,6
2177,0,0,4,0
2178,0,1,1,4
2179,1,0,1,5
2180,1,1,6,1
2181,0,1,2,0
2182,8,10,1,1
2183,1,1,0,0
2184,1,1,1,1
2185,5,5,1,1
2186,0,1,1,0
2187,2,1,0,0
2188,1,1,1,1
2189,7,9,4,1
2190,1,4,1,5
2191,2,2,1,1
2192,4,4,1,11
2193,9,4,3,1
2194,1,0,4,1
2195,1,2,1,1
2196,2,5,2,4
2197,3,1,3,3
2198,2,1,0,1
2199,4,4,0,4
2200,0,2,1,3
2201,5,0,4,1
2202,2,4,0,0
2203,1,1,2,6
2204,2,0,3,3
2205,1,1,0,1
2206,1,5,1,3
2207,0,2,1,6
2208,3,3,7,1
2209,1,1,0,1
2210,1,2,1,4
2211,4,1,1,4
2212,1,3,3,3
2213,5,5,2,5
2214,0,0,0,0
2215,1,1,6,4
2216,4,3,0,4
2217,1,1,1,4
2218,1,1,1,0
2219,1,5,1,2
2220,5,3,0,4
2221,2,1,3,1
2222,2,1,6,4
2223,3,3,1,3
2224,1,1,1,1
2225,2,1,1,1
2226,0,1,1,4
2227,8,9,1,5
2228,1,1,1,0
2229,1,4,4,1
2230,1,1,7,8
2231,4,6,1,8
2232,1,1,4,0
2233,2,1,2,0
2234,5,5,2,1
2235,1,0,1,1
2236,1,1,4,1
2237,1,1,1,0
2238,2,2,3,1
2239,1,6,3,1
2240,1,1,3,1
2241,6,3,3,1
2242,13,4,3,1
2243,1,1,4,1
2244,3,5,1,0
2245,0,3,3,4
2246,1,2,2,2
2247,0,4,3,0
2248,5,3,0,5
2249,1,1,2,3
2250,3,3,1,0
2251,3,1,1,5
2252,0,0,0,1
2253,1,3,6,1
2254,5,1,5,3
2255,6,5,0,1
2256,1,1,1,3
2257,2,2,6,1
2258,5,4,1,4
2259,1,1,0,1
2260,0,1,7,6
2261,3,4,1,4
2262,5,3,1,5
2263,0,1,1,1
2264,0,1,4,1
2265,8,3,0,3
2266,2,1,1,1
2267,1,1,1,1
2268,0,1,5,2
2269,4,5,0,1
2270,1,1,1,1
2271,1,1,9,2
2272,1,6,2,2
2273,1,0,0,3
2274,1,1,4,1
2275,1,8,5,4
2276,8,8,5,1
2277,1,2,0,1
2278,2,1,7,1
2279,5,6,2,5
2280,3,2,1,1
2281,1,1,0,0
2282,1,0,1,1
2283,1,5,1,4
2284,1,2,0,1
2285,1,0,5,0
2286,6,4,0,2
2287,2,3,1,3
2288,0,6,4,1
2289,1,1,1,5
2290,1,1,1,3
2291,5,2,2,2
2292,1,0,1,1
2293,5,1,0,5
2294,1,1,1,5
2295,1,3,3,3
2296,4,6,1,4
2297,0,0,0,1
2298,0,3,1,1
2299,3,6,6,5
2300,3,5,0,1
2301,1,1,1,1
2302,1,1,1,3
2303,2,0,1,5
2304,1,1,0,1
2305,1,3,1,1
2306,2,2,6,2
2307,1,6,0,4
2308,1,1,0,0
2309,1,1,1,5
2310,9,3,5,5
2311,3,1,1,5
2312,1,1,1,1
2313,0,1,1,0
2314,8,7,3,0
2315,3,1,1,1
2316,0,1,0,1
2317,6,1,1,6
2318,1,1,0,1
2319,2,0,1,0
2320,0,1,11,2
2321,5,5,2,1
2322,1,0,0,1
2323,2,1,5,1
2324,6,1,5,10
2325,3,2,3,1
2326,1,0,1,1
2327,3,1,6,2
2328,7,3,4,0
2329,3,3,0,1
2330,1,1,0,1
2331,5,0,1,4
2332,1,1,3,4
2333,1,0,1,1
2334,5,2,4,1
2335,0,4,0,6
2336,3,4,2,1
2337,4,3,1,1
2338,0,4,1,0
2339,2,1,4,4
2340,7,1,3,3
2341,3,1,4,1
2342,0,4,0,4
2343,1,1,4,1
2344,1,1,5,2
2345,3,7,1,4
2346,2,1,2,2
2347,4,3,7,1
2348,5,4,0,4
2349,1,0,1,1
2350,1,4,1,1
2351,4,1,4,0
2352,3,4,1,1
2353,1,0,0,3
2354,2,0,5,2
2355,1,5,1,1
2356,2,1,0,1
2357,1,1,1,4
2358,6,2,0,3
2359,1,3,0,1
2360,3,1,1,0
2361,1,1,4,4
2362,3,8,4,5
2363,1,1,0,0
2364,1,1,0,1
2365,3,1,5,0
2366,3,7,3,1
2367,2,1,1,1
2368,0,0,2,2
2369,3,9,1,5
2370,0,1,0,4
2371,5,1,1,0
2372,5,1,1,1
2373,5,0,3,7
2374,1,1,1,1
2375,1,2,7,1
2376,2,5,13,1
2377,3,4,4,2
2378,1,1,1,1
2379,3,1,5,1
2380,5,3,2,0
2381,3,0,8,0
2382,3,3,4,1
2383,1,5,0,4
2384,4,1,1,4
2385,1,0,5,1
2386,1,1,0,5
2387,1,5,1,3
2388,2,1,2,3
2389,5,1,6,0
2390,1,5,0,3
2391,3,1,3,4
2392,3,3,3,1
2393,5,0,0,1
2394,0,5,1,4
2395,1,6,7,1
2396,10,4,1,1
2397,2,5,0,1
2398,1,1,2,4
2399,1,6,1,3
2400,3,0,0,0
2401,1,5,1,1
2402,0,2,0,0
2403,5,11,6,1
2404,0,5,0,4
2405,6,1,0,4
2406,1,1,3,4
2407,5,4,0,4
2408,1,3,1,5
2409,1,1,1,1
2410,4,1,5,4
2411,3,7,3,7
2412,2,1,1,4
2413,1,1,4,0
2414,0,1,3,3
2415,0,4,0,0
2416,1,1,4,1
2417,8,1,1,0
2418,5,7,1,4
2419,0,6,1,4
2420,1,1,4,0
2421,0,1,1,4
2422,7,1,3,4
2423,15,1,4,1
2424,4,0,3,1
2425,1,5,1,5
2426,2,2,4,3
2427,5,0,4,0
2428,1,1,4,1
2429,2,7,1,4
2430,7,1,1,1
2431,5,2,0,0
2432,2,2,1,1
2433,3,4,4,1
2434,2,1,5,3
2435,1,1,0,3
2436,1,5,1,4
2437,3,2,6,1
2438,3,2,0,0
2439,1,4,0,4
2440,0,1,7,1
2441,6,1,6,5
2442,2,5,1,1
2443,2,0,2,4
2444,1,2,8,3
2445,0,1,1,1
2446,2,3,0,0
2447,0,1,0,3
2448,4,0,4,4
2449,0,1,1,1
2450,1,1,1,1
2451,1,2,7,1
2452,1,3,3,5
2453,1,4,1,2
2454,2,1,1,1
2455,4,1,5,3
2456,5,4,1,4
2457,1,0,1,0
2458,4,1,1,1
2459,3,4,2,1
2460,3,9,4,1
2461,1,1,4,0
2462,1,1,1,1
2463,1,1,1,5
2464,0,0,0,1
2465,4,1,4,1
2466,4,0,1,1
2467,4,9,1,8
2468,1,5,0,9
2469,6,3,4,0
2470,2,1,2,6
2471,6,1,3,5
2472,2,1,1,1
2473,6,1,1,1
2474,1,5,3,8
2475,2,3,3,4
2476,8,2,0,1
2477,0,1,1,6
2478,4,4,2,3
2479,2,3,3,1
2480,0,1,0,0
2481,1,5,1,4
2482,2,4,3,1
2483,5,0,4,1
2484,1,6,0,12
2485,1,1,1,1
2486,3,4,3,1
2487,4,0,0,1
2488,1,5,1,0
2489,1,1,9,1
2490,3,2,5,1
2491,1,1,1,5
2492,1,0,1,1
2493,9,2,2,1
2494,2,3,2,2
2495,1,3,1,5
2496,1,1,0,1
2497,4,1,4,3
2498,1,0,1,1
2499,3,2,1,1
2500,1,1,1,1
2501,5,1,1,7
2502,1,5,1,4
2503,1,1,0,2
2504,1,1,4,1
2505,1,3,3,4
2506,1,2,1,1
2507,1,1,1,1
2508,4,1,2,6
2509,4,10,0,2
2510,1,0,0,1
2511,3,1,4,0
2512,0,6,1,0
2513,4,3,6,1
2514,2,2,5,1
2515,4,1,1,3
2516,1,4,6,3
2517,1,2,1,1
2518,4,0,5,0
2519,1,1,1,9
2520,6,2,2,1
2521,0,0,3,1
2522,4,1,1,5
2523,1,4,1,5
2524,3,3,3,2
2525,3,1,4,0
2526,1,0,1,1
2527,1,1,2,4
2528,3,4,6,1
2529,0,1,0,4
2530,1,4,1,1
2531,1,1,1,4
2532,2,1,5,1
2533,2,4,0,1
2534,1,1,2,1
2535,2,2,1,4
2536,2,1,1,1
2537,1,4,0,1
2538,0,1,1,3
2539,1,3,3,3
2540,3,5,2,1
2541,0,1,0,1
2542,7,2,10,1
2543,9,3,4,4
2544,1,5,1,1
2545,0,0,0,0
2546,5,1,3,4
2547,1,1,0,0
2548,2,1,1,1
2549,6,1,8,1
2550,4,2,2,5
2551,0,3,0,0
2552,3,2,1,1
2553,4,1,4,0
2554,1,0,4,1
2555,2,1,1,1
2556,1,0,2,1
2557,5,6,1,1
2558,4,8,3,1
2559,2,1,5,1
2560,7,1,1,1
2561,5,4,1,7
2562,1,1,1,1
2563,2,1,0,1
2564,4,1,2,1
2565,3,5,3,1
2566,0,13,0,6
2567,4,1,1,0
2568,2,5,1,3
2569,6,4,1,4
2570,1,1,1,1
2571,0,1,0,1
2572,0,1,3,5
2573,2,3,3,3
2574,4,1,1,0
2575,1,4,2,1
2576,1,1,1,4
2577,2,1,5,1
2578,5,1,1,6
2579,0,0,2,3
2580,2,3,4,1
2581,3,3,1,1
2582,0,0,6,0
2583,3,0,1,2
2584,4,1,1,5
2585,1,4,1,1
2586,1,1,6,2
2587,4,4,7,1
2588,1,2,1,1
2589,1,1,1,1
2590,4,4,5,1
2591,6,3,3,5
2592,1,5,0,1
2593,1,1,1,1
2594,1,1,2,0
2595,5,6,4,4
2596,1,1,0,1
2597,1,1,3,1
2598,6,2,4,8
2599,2,10,2,1
2600,2,1,0,1
2601,1,1,4,1
2602,13,1,4,1
2603,3,2,1,1
2604,2,1,4,1
2605,4,1,1,7
2606,3,7,4,2
2607,1,1,2,1
2608,4,2,4,1
2609,4,1,1,6
2610,3,4,3,1
2611,4,1,1,1
2612,0,0,0,4
2613,1,5,4,4
2614,4,3,5,3
2615,4,1,5,4
2616,4,0,2,1
2617,1,4,2,2
2618,1,1,1,1
2619,8,1,1,5
2620,1,4,1,2
2621,3,4,4,1
